iter	F1	Logloss	Precision	Recall
471	0.9948927477	0.0573828612	0.9979508197	0.9918533605
472	0.9948927477	0.05731698366	0.9979508197	0.9918533605
473	0.9948927477	0.057044514	0.9979508197	0.9918533605
474	0.9959183673	0.05693240691	0.9979550102	0.9938900204
475	0.9959183673	0.05688112795	0.9979550102	0.9938900204
476	0.9959183673	0.05680683648	0.9979550102	0.9938900204
477	0.9959183673	0.05667256327	0.9979550102	0.9938900204
478	0.9959183673	0.05647238328	0.9979550102	0.9938900204
479	0.9959183673	0.05639635972	0.9979550102	0.9938900204
480	0.9959183673	0.05632955006	0.9979550102	0.9938900204
481	0.9959183673	0.05619718551	0.9979550102	0.9938900204
482	0.9959183673	0.05610039128	0.9979550102	0.9938900204
483	0.9959183673	0.05608630072	0.9979550102	0.9938900204
484	0.9959183673	0.05603895131	0.9979550102	0.9938900204
485	0.9959183673	0.05597892643	0.9979550102	0.9938900204
486	0.9959183673	0.05589863994	0.9979550102	0.9938900204
487	0.9959183673	0.05569027325	0.9979550102	0.9938900204
488	0.9959183673	0.05559198881	0.9979550102	0.9938900204
489	0.9959183673	0.05549593312	0.9979550102	0.9938900204
490	0.9959183673	0.05529938765	0.9979550102	0.9938900204
491	0.9959183673	0.05513900918	0.9979550102	0.9938900204
492	0.996941896	0.0550532226	0.9979591837	0.9959266802
493	0.996941896	0.0549968273	0.9979591837	0.9959266802
494	0.9959183673	0.05480276733	0.9979550102	0.9938900204
495	0.9959183673	0.05471010634	0.9979550102	0.9938900204
496	0.9959183673	0.0546055526	0.9979550102	0.9938900204
497	0.9959183673	0.05451724749	0.9979550102	0.9938900204
498	0.9959183673	0.05450824133	0.9979550102	0.9938900204
499	0.996941896	0.05437780106	0.9979591837	0.9959266802
500	0.996941896	0.0543183909	0.9979591837	0.9959266802
501	0.996941896	0.05426620813	0.9979591837	0.9959266802
502	0.996941896	0.05409757797	0.9979591837	0.9959266802
503	0.996941896	0.05406064209	0.9979591837	0.9959266802
504	0.996941896	0.05389707841	0.9979591837	0.9959266802
505	0.996941896	0.05388590444	0.9979591837	0.9959266802
506	0.996941896	0.05383000001	0.9979591837	0.9959266802
507	0.996941896	0.05381123427	0.9979591837	0.9959266802
508	0.996941896	0.05377582307	0.9979591837	0.9959266802
509	0.996941896	0.05373995622	0.9979591837	0.9959266802
510	0.996941896	0.05359754593	0.9979591837	0.9959266802
511	0.996941896	0.05333640785	0.9979591837	0.9959266802
512	0.996941896	0.05325287705	0.9979591837	0.9959266802
513	0.996941896	0.05293468066	0.9979591837	0.9959266802
514	0.9979633401	0.05280017771	0.9979633401	0.9979633401
515	0.9979633401	0.05266171011	0.9979633401	0.9979633401
516	0.9979633401	0.0525541759	0.9979633401	0.9979633401
517	0.9979633401	0.05248176265	0.9979633401	0.9979633401
518	0.9979633401	0.05239503149	0.9979633401	0.9979633401
519	0.9979633401	0.05225446402	0.9979633401	0.9979633401
520	0.9979633401	0.05217128403	0.9979633401	0.9979633401
521	0.9979633401	0.05212153903	0.9979633401	0.9979633401
522	0.9979633401	0.05198711242	0.9979633401	0.9979633401
523	0.9979633401	0.05184002972	0.9979633401	0.9979633401
524	0.9979633401	0.05173899784	0.9979633401	0.9979633401
525	0.9979633401	0.05168192348	0.9979633401	0.9979633401
526	0.9979633401	0.05150599537	0.9979633401	0.9979633401
527	0.9979633401	0.05146588462	0.9979633401	0.9979633401
528	0.9979633401	0.05135894137	0.9979633401	0.9979633401
529	0.9979633401	0.05126367456	0.9979633401	0.9979633401
530	0.9979633401	0.05123767444	0.9979633401	0.9979633401
531	0.9979633401	0.05103497731	0.9979633401	0.9979633401
532	0.9979633401	0.05098808805	0.9979633401	0.9979633401
533	0.9979633401	0.05097090539	0.9979633401	0.9979633401
534	0.9979633401	0.05093311124	0.9979633401	0.9979633401
535	0.9979633401	0.05085474648	0.9979633401	0.9979633401
536	0.9979633401	0.05072476888	0.9979633401	0.9979633401
537	0.9979633401	0.0504369638	0.9979633401	0.9979633401
538	0.9979633401	0.05030159367	0.9979633401	0.9979633401
539	0.9979633401	0.05024452155	0.9979633401	0.9979633401
540	0.9979633401	0.05018000813	0.9979633401	0.9979633401
541	0.9979633401	0.04990510808	0.9979633401	0.9979633401
542	0.9979633401	0.0498185299	0.9979633401	0.9979633401
543	0.9979633401	0.04957920969	0.9979633401	0.9979633401
544	0.998980632	0.04946627067	1	0.9979633401
545	0.9979633401	0.04941099734	0.9979633401	0.9979633401
546	0.9979633401	0.04927123519	0.9979633401	0.9979633401
547	0.9979633401	0.04922685505	0.9979633401	0.9979633401
548	0.998980632	0.04907993534	1	0.9979633401
549	0.998980632	0.04904504102	1	0.9979633401
550	0.998980632	0.0489629914	1	0.9979633401
551	0.998980632	0.04892000143	1	0.9979633401
552	0.998980632	0.04873624088	1	0.9979633401
553	0.998980632	0.04866039493	1	0.9979633401
554	0.998980632	0.04848886151	1	0.9979633401
555	0.998980632	0.04837440867	1	0.9979633401
556	0.998980632	0.04832425925	1	0.9979633401
557	0.998980632	0.04822065122	1	0.9979633401
558	0.998980632	0.04816830877	1	0.9979633401
559	0.998980632	0.04799939917	1	0.9979633401
560	0.998980632	0.04790631844	1	0.9979633401
561	0.998980632	0.04780702982	1	0.9979633401
562	0.998980632	0.04776423144	1	0.9979633401
563	0.998980632	0.04773832735	1	0.9979633401
564	0.998980632	0.04759231923	1	0.9979633401
565	0.998980632	0.04749874394	1	0.9979633401
566	0.998980632	0.04747319692	1	0.9979633401
567	0.998980632	0.04737194857	1	0.9979633401
568	0.998980632	0.04733170523	1	0.9979633401
569	0.998980632	0.04718424314	1	0.9979633401
570	0.998980632	0.04716258277	1	0.9979633401
571	0.998980632	0.04709846536	1	0.9979633401
572	0.998980632	0.04703691291	1	0.9979633401
573	0.998980632	0.04698954699	1	0.9979633401
574	0.998980632	0.04689712143	1	0.9979633401
575	0.998980632	0.04680635963	1	0.9979633401
576	0.998980632	0.04665465557	1	0.9979633401
577	0.998980632	0.0465311826	1	0.9979633401
578	0.998980632	0.04642316414	1	0.9979633401
579	0.998980632	0.04630989956	1	0.9979633401
580	0.998980632	0.04620970423	1	0.9979633401
581	0.998980632	0.04615461614	1	0.9979633401
582	0.998980632	0.04610897688	1	0.9979633401
583	0.998980632	0.04610065668	1	0.9979633401
584	0.998980632	0.04609255788	1	0.9979633401
585	0.998980632	0.04591885611	1	0.9979633401
586	0.998980632	0.04578277978	1	0.9979633401
587	0.998980632	0.04563329281	1	0.9979633401
588	0.998980632	0.04554170133	1	0.9979633401
589	0.998980632	0.04551627015	1	0.9979633401
590	0.998980632	0.04537646169	1	0.9979633401
591	0.998980632	0.04527577885	1	0.9979633401
592	0.998980632	0.0451731669	1	0.9979633401
593	1	0.04509808155	1	1
594	1	0.04506810473	1	1
595	1	0.04495463064	1	1
596	1	0.0448872841	1	1
597	1	0.04469521279	1	1
598	1	0.04455116887	1	1
599	1	0.0443595329	1	1
600	1	0.04429951732	1	1
601	1	0.04418655292	1	1
602	1	0.04396032863	1	1
603	1	0.04375664561	1	1
604	1	0.0437092233	1	1
605	1	0.04365868111	1	1
606	1	0.04359545528	1	1
607	1	0.04357947874	1	1
608	1	0.04348070971	1	1
609	1	0.0433093626	1	1
610	1	0.04324878339	1	1
611	1	0.04320878316	1	1
612	1	0.04301972703	1	1
613	1	0.04298337819	1	1
614	1	0.04284272448	1	1
615	1	0.04279580104	1	1
616	1	0.04255863423	1	1
617	1	0.04251361894	1	1
618	1	0.04247143795	1	1
619	1	0.04238537656	1	1
620	1	0.04235090744	1	1
621	1	0.0422542316	1	1
622	1	0.04214585794	1	1
623	1	0.04204720156	1	1
624	1	0.04201059518	1	1
625	1	0.04186351235	1	1
626	1	0.04174541509	1	1
627	1	0.04167273377	1	1
628	1	0.04151297034	1	1
629	1	0.04138698287	1	1
630	1	0.04134405731	1	1
631	1	0.04127523749	1	1
632	1	0.0412157236	1	1
633	1	0.04113869229	1	1
634	1	0.041055857	1	1
635	1	0.04087709334	1	1
636	1	0.04085450913	1	1
637	1	0.04072845994	1	1
638	1	0.04064241071	1	1
639	1	0.04058022067	1	1
640	1	0.0404845899	1	1
641	1	0.04031803768	1	1
642	1	0.04025317251	1	1
643	1	0.04022711093	1	1
644	1	0.04009196777	1	1
645	1	0.04005719032	1	1
646	1	0.04002500821	1	1
647	1	0.03997970869	1	1
648	1	0.03990143103	1	1
649	1	0.0398311984	1	1
650	1	0.03977336482	1	1
651	1	0.03975903928	1	1
652	1	0.0397391076	1	1
653	1	0.03965184584	1	1
654	1	0.03960904396	1	1
655	1	0.03956171596	1	1
656	1	0.03945017815	1	1
657	1	0.03944469064	1	1
658	1	0.03942209466	1	1
659	1	0.03926804544	1	1
660	1	0.03925473064	1	1
661	1	0.03920437016	1	1
662	1	0.03917829422	1	1
663	1	0.03911003695	1	1
664	1	0.03895517383	1	1
665	1	0.03890003877	1	1
666	1	0.03879892462	1	1
667	1	0.03868626356	1	1
668	1	0.03864758404	1	1
669	1	0.03861704932	1	1
670	1	0.03853492092	1	1
671	1	0.03849378969	1	1
672	1	0.03836141086	1	1
673	1	0.03831422199	1	1
674	1	0.03827493252	1	1
675	1	0.03826943011	1	1
676	1	0.03820267618	1	1
677	1	0.0381893102	1	1
678	1	0.03817032961	1	1
679	1	0.03814207436	1	1
680	1	0.03809957518	1	1
681	1	0.03807999683	1	1
682	1	0.03800464477	1	1
683	1	0.03791689058	1	1
684	1	0.03790357554	1	1
685	1	0.0378127576	1	1
686	1	0.03774303779	1	1
687	1	0.03759512852	1	1
688	1	0.03752281828	1	1
689	1	0.03742451333	1	1
690	1	0.03737823654	1	1
691	1	0.03731299576	1	1
692	1	0.03725585445	1	1
693	1	0.03717417486	1	1
694	1	0.03713077148	1	1
695	1	0.03706528545	1	1
696	1	0.03698815676	1	1
697	1	0.03695669602	1	1
698	1	0.03687857961	1	1
699	1	0.03679987499	1	1
700	1	0.03676942438	1	1
701	1	0.03671348303	1	1
702	1	0.03660526903	1	1
703	1	0.03655291424	1	1
704	1	0.03648487147	1	1
705	1	0.03644315993	1	1
706	1	0.03629002613	1	1
707	1	0.03626328887	1	1
708	1	0.03621100756	1	1
709	1	0.03617704864	1	1
710	1	0.03615625552	1	1
711	1	0.03606960582	1	1
712	1	0.0359866745	1	1
713	1	0.03596010217	1	1
714	1	0.03592702536	1	1
715	1	0.03579985547	1	1
716	1	0.03577721613	1	1
717	1	0.03574137826	1	1
718	1	0.03570192071	1	1
719	1	0.03562185924	1	1
720	1	0.03546085931	1	1
721	1	0.03538903435	1	1
722	1	0.03534316794	1	1
723	1	0.03521393807	1	1
724	1	0.03510136163	1	1
725	1	0.03504178118	1	1
726	1	0.03487742723	1	1
727	1	0.0348351514	1	1
728	1	0.0347950592	1	1
729	1	0.03474729072	1	1
730	1	0.03470477431	1	1
731	1	0.03456810565	1	1
732	1	0.03450355305	1	1
733	1	0.03444566191	1	1
734	1	0.03436371913	1	1
735	1	0.03434216315	1	1
736	1	0.03427529955	1	1
737	1	0.03423755778	1	1
738	1	0.03419634138	1	1
739	1	0.03414309651	1	1
740	1	0.03408113537	1	1
741	1	0.03403375074	1	1
742	1	0.03397927893	1	1
743	1	0.03396941475	1	1
744	1	0.03395932436	1	1
745	1	0.03394973768	1	1
746	1	0.03385534725	1	1
747	1	0.03382498722	1	1
748	1	0.03378826983	1	1
749	1	0.03377738542	1	1
750	1	0.03371214155	1	1
751	1	0.033610845	1	1
752	1	0.03354518809	1	1
753	1	0.03349337909	1	1
754	1	0.03347803564	1	1
755	1	0.03337189559	1	1
756	1	0.03335325711	1	1
757	1	0.03333320392	1	1
758	1	0.03329781711	1	1
759	1	0.03323221021	1	1
760	1	0.03311043963	1	1
761	1	0.03308038437	1	1
762	1	0.03299187972	1	1
763	1	0.03294052225	1	1
764	1	0.03286032498	1	1
765	1	0.03275872986	1	1
766	1	0.0326993161	1	1
767	1	0.03261120497	1	1
768	1	0.03246603152	1	1
769	1	0.0323752424	1	1
770	1	0.03235394184	1	1
771	1	0.03231958141	1	1
772	1	0.0322639859	1	1
773	1	0.03222358844	1	1
774	1	0.03215257464	1	1
775	1	0.032074504	1	1
776	1	0.03201444322	1	1
777	1	0.03201077431	1	1
778	1	0.03191635492	1	1
779	1	0.03189495952	1	1
780	1	0.03178610947	1	1
781	1	0.03170505949	1	1
782	1	0.03161929168	1	1
783	1	0.03153069059	1	1
784	1	0.03145695624	1	1
785	1	0.03141321565	1	1
786	1	0.0313593781	1	1
787	1	0.03132200995	1	1
788	1	0.03129649493	1	1
789	1	0.03126808901	1	1
790	1	0.0312094791	1	1
791	1	0.03115715808	1	1
792	1	0.03113826571	1	1
793	1	0.03108352874	1	1
794	1	0.03105627189	1	1
795	1	0.03100295337	1	1
796	1	0.03094530396	1	1
797	1	0.0308834314	1	1
798	1	0.03082434617	1	1
799	1	0.03079057495	1	1
800	1	0.03068804988	1	1
801	1	0.03064301491	1	1
802	1	0.03060354422	1	1
803	1	0.03058869044	1	1
804	1	0.03057678828	1	1
805	1	0.03050573178	1	1
806	1	0.03044561424	1	1
807	1	0.03042030558	1	1
808	1	0.03041759239	1	1
809	1	0.03036296554	1	1
810	1	0.03032404744	1	1
811	1	0.03026725089	1	1
812	1	0.03012968573	1	1
813	1	0.03007646746	1	1
814	1	0.02999767479	1	1
815	1	0.02992914839	1	1
816	1	0.02985359999	1	1
817	1	0.02978588015	1	1
818	1	0.02973888906	1	1
819	1	0.02971340454	1	1
820	1	0.02966132266	1	1
821	1	0.02962694453	1	1
822	1	0.02956381002	1	1
823	1	0.02951757314	1	1
824	1	0.02949287377	1	1
825	1	0.02948734303	1	1
826	1	0.02948332846	1	1
827	1	0.02943050232	1	1
828	1	0.02938786584	1	1
829	1	0.02935879111	1	1
830	1	0.0293034636	1	1
831	1	0.02917427273	1	1
832	1	0.02913514529	1	1
833	1	0.02905381243	1	1
834	1	0.02895867149	1	1
835	1	0.02894226121	1	1
836	1	0.02890464051	1	1
837	1	0.02886128224	1	1
838	1	0.02880284979	1	1
839	1	0.02877456734	1	1
840	1	0.02869441843	1	1
841	1	0.02863324238	1	1
842	1	0.02861918145	1	1
843	1	0.02854948673	1	1
844	1	0.02848984367	1	1
845	1	0.02843048428	1	1
846	1	0.02837936439	1	1
847	1	0.02835542384	1	1
848	1	0.02828921087	1	1
849	1	0.02826608812	1	1
850	1	0.02822491089	1	1
851	1	0.02821336089	1	1
852	1	0.02811994855	1	1
853	1	0.02810759577	1	1
854	1	0.02809987546	1	1
855	1	0.02803798619	1	1
856	1	0.02800359033	1	1
857	1	0.02798371631	1	1
858	1	0.02797555294	1	1
859	1	0.02792298027	1	1
860	1	0.02791622515	1	1
861	1	0.02789310263	1	1
862	1	0.02784267756	1	1
863	1	0.02779950436	1	1
864	1	0.02775724627	1	1
865	1	0.02765945118	1	1
866	1	0.02762889062	1	1
867	1	0.02756071981	1	1
868	1	0.02753736958	1	1
869	1	0.02747297287	1	1
870	1	0.02744214336	1	1
871	1	0.02741667826	1	1
872	1	0.02737324543	1	1
873	1	0.02732709723	1	1
874	1	0.02727336342	1	1
875	1	0.02722791139	1	1
876	1	0.02718125981	1	1
877	1	0.02715409193	1	1
878	1	0.02708465888	1	1
879	1	0.02697514291	1	1
880	1	0.02692917287	1	1
881	1	0.02690549978	1	1
882	1	0.02685300933	1	1
883	1	0.02678627329	1	1
884	1	0.02676333942	1	1
885	1	0.02672873141	1	1
886	1	0.02670264261	1	1
887	1	0.02666086439	1	1
888	1	0.02657238319	1	1
889	1	0.0265281895	1	1
890	1	0.02650320823	1	1
891	1	0.0264809134	1	1
892	1	0.0264272658	1	1
893	1	0.02637566948	1	1
894	1	0.0263163376	1	1
895	1	0.02629744396	1	1
896	1	0.02626458984	1	1
897	1	0.02621961455	1	1
898	1	0.02614619056	1	1
899	1	0.02612786871	1	1
900	1	0.0261113454	1	1
901	1	0.02608825235	1	1
902	1	0.02605612556	1	1
903	1	0.0260528154	1	1
904	1	0.02602265773	1	1
905	1	0.02601670499	1	1
906	1	0.02597487408	1	1
907	1	0.02595392229	1	1
908	1	0.02587392503	1	1
909	1	0.02585231609	1	1
910	1	0.02579700649	1	1
911	1	0.02577282941	1	1
912	1	0.02575271652	1	1
913	1	0.02570398154	1	1
914	1	0.02568468772	1	1
915	1	0.02561333068	1	1
916	1	0.02558533676	1	1
917	1	0.02556231407	1	1
918	1	0.02551565568	1	1
919	1	0.0254779075	1	1
920	1	0.02538408266	1	1
921	1	0.02532832801	1	1
922	1	0.02529153886	1	1
923	1	0.02527255593	1	1
924	1	0.0252428464	1	1
925	1	0.02519480787	1	1
926	1	0.02517462224	1	1
927	1	0.025151738	1	1
928	1	0.02513547045	1	1
929	1	0.02509622817	1	1
930	1	0.02505879267	1	1
931	1	0.0249932423	1	1
932	1	0.02498216294	1	1
933	1	0.02498011121	1	1
934	1	0.02496652897	1	1
935	1	0.02492587315	1	1
936	1	0.02490506827	1	1
937	1	0.02487560207	1	1
938	1	0.02485740274	1	1
939	1	0.02482340153	1	1
940	1	0.02482004492	1	1
941	1	0.02480958503	1	1
942	1	0.02479589887	1	1
943	1	0.02479386941	1	1
944	1	0.02478058033	1	1
945	1	0.02476004025	1	1
946	1	0.02472201755	1	1
947	1	0.02468126262	1	1
948	1	0.02465573458	1	1
949	1	0.02461173274	1	1
950	1	0.0245617486	1	1
951	1	0.02451469585	1	1
952	1	0.02445781563	1	1
953	1	0.02443534162	1	1
954	1	0.02442531465	1	1
955	1	0.0244080803	1	1
956	1	0.02438017863	1	1
957	1	0.02435751144	1	1
958	1	0.02428000009	1	1
959	1	0.02420430466	1	1
960	1	0.02413516024	1	1
961	1	0.02412429622	1	1
962	1	0.02410293239	1	1
963	1	0.02409358512	1	1
964	1	0.02405478198	1	1
965	1	0.02397355585	1	1
966	1	0.02395690023	1	1
967	1	0.02392740621	1	1
968	1	0.02388157864	1	1
969	1	0.02386608735	1	1
970	1	0.02383558169	1	1
971	1	0.02376982009	1	1
972	1	0.02373645861	1	1
973	1	0.02372359156	1	1
974	1	0.02370414231	1	1
975	1	0.02369162402	1	1
976	1	0.02365295101	1	1
977	1	0.02364799568	1	1
978	1	0.02364308195	1	1
979	1	0.02362817826	1	1
980	1	0.0236104623	1	1
981	1	0.02350784424	1	1
982	1	0.02349248862	1	1
983	1	0.0234214326	1	1
984	1	0.02339628926	1	1
985	1	0.02332877784	1	1
986	1	0.02329065877	1	1
987	1	0.02324421467	1	1
988	1	0.02318684002	1	1
989	1	0.02316122048	1	1
990	1	0.0231193562	1	1
991	1	0.02308237237	1	1
992	1	0.02307953775	1	1
993	1	0.02305413231	1	1
994	1	0.02302942615	1	1
995	1	0.02302164737	1	1
996	1	0.02300091915	1	1
997	1	0.02293538296	1	1
998	1	0.02286774408	1	1
999	1	0.02280142679	1	1
