iter	F1	Logloss	Precision	Recall
113	0.9481180061	0.1560048972	0.9471544715	0.9490835031
114	0.9481180061	0.1547725714	0.9471544715	0.9490835031
115	0.9490835031	0.1542373116	0.9490835031	0.9490835031
116	0.9501525941	0.1534154393	0.9491869919	0.9511201629
117	0.9501525941	0.152731859	0.9491869919	0.9511201629
118	0.9501525941	0.1519593373	0.9491869919	0.9511201629
119	0.9512195122	0.1512781716	0.9492900609	0.9531568228
120	0.9512195122	0.1508932921	0.9492900609	0.9531568228
121	0.9512195122	0.150575746	0.9492900609	0.9531568228
122	0.9512195122	0.1496113173	0.9492900609	0.9531568228
123	0.9512195122	0.148948973	0.9492900609	0.9531568228
124	0.9512195122	0.1483303043	0.9492900609	0.9531568228
125	0.9512195122	0.1479807594	0.9492900609	0.9531568228
126	0.9512195122	0.1471880073	0.9492900609	0.9531568228
127	0.9512195122	0.1466899917	0.9492900609	0.9531568228
128	0.9512195122	0.1461558745	0.9492900609	0.9531568228
129	0.9512195122	0.1455024626	0.9492900609	0.9531568228
130	0.9512195122	0.1449015398	0.9492900609	0.9531568228
131	0.9512195122	0.1445009502	0.9492900609	0.9531568228
132	0.9512195122	0.1441593162	0.9492900609	0.9531568228
133	0.9512195122	0.1436049625	0.9492900609	0.9531568228
134	0.9512195122	0.1430246328	0.9492900609	0.9531568228
135	0.9512195122	0.1424869457	0.9492900609	0.9531568228
136	0.9512195122	0.1417522403	0.9492900609	0.9531568228
137	0.9512195122	0.1413331094	0.9492900609	0.9531568228
138	0.9512195122	0.1410175185	0.9492900609	0.9531568228
139	0.9512195122	0.1404936477	0.9492900609	0.9531568228
140	0.9512195122	0.1402150625	0.9492900609	0.9531568228
141	0.9512195122	0.1397213333	0.9492900609	0.9531568228
142	0.9512195122	0.139269371	0.9492900609	0.9531568228
143	0.9512195122	0.1389918154	0.9492900609	0.9531568228
144	0.9521871821	0.1382109772	0.9512195122	0.9531568228
145	0.9521871821	0.1377599557	0.9512195122	0.9531568228
146	0.9521871821	0.1371162765	0.9512195122	0.9531568228
147	0.9531568228	0.1364945687	0.9531568228	0.9531568228
148	0.9531568228	0.1357712328	0.9531568228	0.9531568228
149	0.9541284404	0.135446053	0.9551020408	0.9531568228
150	0.9531568228	0.134911392	0.9531568228	0.9531568228
151	0.9531568228	0.13471015	0.9531568228	0.9531568228
152	0.9531568228	0.1342041227	0.9531568228	0.9531568228
153	0.9551934827	0.1334845479	0.9551934827	0.9551934827
154	0.9551934827	0.133235673	0.9551934827	0.9551934827
155	0.9541284404	0.1325024481	0.9551020408	0.9531568228
156	0.9541284404	0.131999986	0.9551020408	0.9531568228
157	0.9541284404	0.131613966	0.9551020408	0.9531568228
158	0.9541284404	0.1312960329	0.9551020408	0.9531568228
159	0.9541284404	0.1310656455	0.9551020408	0.9531568228
160	0.9541284404	0.1305535392	0.9551020408	0.9531568228
161	0.9541284404	0.1301285594	0.9551020408	0.9531568228
162	0.9551020408	0.1299222597	0.9570552147	0.9531568228
163	0.9551020408	0.1295204997	0.9570552147	0.9531568228
164	0.9551020408	0.1291011525	0.9570552147	0.9531568228
165	0.9551020408	0.1287453373	0.9570552147	0.9531568228
166	0.9541284404	0.1283111252	0.9551020408	0.9531568228
167	0.9551934827	0.1280660211	0.9551934827	0.9551934827
168	0.9561671764	0.1276673913	0.9571428571	0.9551934827
169	0.9582059123	0.127342123	0.9591836735	0.9572301426
170	0.9582059123	0.126856214	0.9591836735	0.9572301426
171	0.9582059123	0.1264594288	0.9591836735	0.9572301426
172	0.9611451943	0.1257697212	0.9650924025	0.9572301426
173	0.9611451943	0.1253453126	0.9650924025	0.9572301426
174	0.9611451943	0.1248774059	0.9650924025	0.9572301426
175	0.9611451943	0.1245703563	0.9650924025	0.9572301426
176	0.9611451943	0.123828366	0.9650924025	0.9572301426
177	0.9611451943	0.1233950949	0.9650924025	0.9572301426
178	0.9600818833	0.1229721523	0.9650205761	0.9551934827
179	0.9610655738	0.1225962135	0.9670103093	0.9551934827
180	0.9621289662	0.1223041441	0.9670781893	0.9572301426
181	0.9611451943	0.1218285568	0.9650924025	0.9572301426
182	0.9611451943	0.1214545672	0.9650924025	0.9572301426
183	0.9600818833	0.1211219418	0.9650205761	0.9551934827
184	0.9611451943	0.1207979695	0.9650924025	0.9572301426
185	0.9611451943	0.1202966389	0.9650924025	0.9572301426
186	0.9611451943	0.1199693116	0.9650924025	0.9572301426
187	0.9632653061	0.1196330245	0.9652351738	0.9613034623
188	0.963190184	0.1190084209	0.9671457906	0.9592668024
189	0.9653061224	0.1186511947	0.9672801636	0.9633401222
190	0.9653061224	0.1180685305	0.9672801636	0.9633401222
191	0.9653061224	0.1178682804	0.9672801636	0.9633401222
192	0.9653061224	0.1174363241	0.9672801636	0.9633401222
193	0.9653061224	0.117061791	0.9672801636	0.9633401222
194	0.9662921348	0.1164742397	0.9692622951	0.9633401222
195	0.9653061224	0.1161653505	0.9672801636	0.9633401222
196	0.9662921348	0.1158144424	0.9692622951	0.9633401222
197	0.9662921348	0.11532836	0.9692622951	0.9633401222
198	0.9662921348	0.1149688498	0.9692622951	0.9633401222
199	0.9653061224	0.1145190699	0.9672801636	0.9633401222
200	0.9653061224	0.1141826768	0.9672801636	0.9633401222
201	0.9653061224	0.1137241332	0.9672801636	0.9633401222
202	0.9653061224	0.113337943	0.9672801636	0.9633401222
203	0.9653061224	0.1126109218	0.9672801636	0.9633401222
204	0.9653061224	0.1121184844	0.9672801636	0.9633401222
205	0.9653061224	0.1116867995	0.9672801636	0.9633401222
206	0.9662921348	0.1112061582	0.9692622951	0.9633401222
207	0.9662921348	0.1110305584	0.9692622951	0.9633401222
208	0.9662921348	0.1106987872	0.9692622951	0.9633401222
209	0.9672801636	0.1102824683	0.9712525667	0.9633401222
210	0.9672801636	0.110019379	0.9712525667	0.9633401222
211	0.9672801636	0.1096408121	0.9712525667	0.9633401222
212	0.9672801636	0.1095310518	0.9712525667	0.9633401222
213	0.9682702149	0.1093209274	0.9732510288	0.9633401222
214	0.9682702149	0.1090281816	0.9732510288	0.9633401222
215	0.9682702149	0.1083564016	0.9732510288	0.9633401222
216	0.9682702149	0.1078829402	0.9732510288	0.9633401222
217	0.9682702149	0.1077241778	0.9732510288	0.9633401222
218	0.9693251534	0.1073810204	0.9733059548	0.9653767821
219	0.9693251534	0.1072685119	0.9733059548	0.9653767821
220	0.9703172979	0.1068707833	0.975308642	0.9653767821
221	0.9693251534	0.1064806229	0.9733059548	0.9653767821
222	0.9703172979	0.1061709246	0.975308642	0.9653767821
223	0.9703172979	0.1058800457	0.975308642	0.9653767821
224	0.9693251534	0.1054958451	0.9733059548	0.9653767821
225	0.9693251534	0.1051696083	0.9733059548	0.9653767821
226	0.9703172979	0.1047048926	0.975308642	0.9653767821
227	0.9703779367	0.1041706236	0.9733606557	0.967413442
228	0.9723643808	0.103730842	0.9773662551	0.967413442
229	0.9733606557	0.1034563257	0.9793814433	0.967413442
230	0.9723643808	0.1029825741	0.9773662551	0.967413442
231	0.9723643808	0.1026209077	0.9773662551	0.967413442
232	0.9734151329	0.1022933643	0.977412731	0.9694501018
233	0.9734151329	0.1019799155	0.977412731	0.9694501018
234	0.9734151329	0.1018214402	0.977412731	0.9694501018
235	0.9734151329	0.1017336515	0.977412731	0.9694501018
236	0.9754601227	0.1013572212	0.9794661191	0.9714867617
237	0.9754601227	0.1011910327	0.9794661191	0.9714867617
238	0.9744114637	0.1007153908	0.9794238683	0.9694501018
239	0.9744114637	0.1003165554	0.9794238683	0.9694501018
240	0.9765066394	0.09992416299	0.9795081967	0.9735234216
241	0.9765066394	0.09960274362	0.9795081967	0.9735234216
242	0.9765066394	0.09947730872	0.9795081967	0.9735234216
243	0.9765066394	0.09919354721	0.9795081967	0.9735234216
244	0.9765066394	0.09884103795	0.9795081967	0.9735234216
245	0.9765066394	0.09847977436	0.9795081967	0.9735234216
246	0.9765066394	0.09803406458	0.9795081967	0.9735234216
247	0.9765066394	0.09782961446	0.9795081967	0.9735234216
248	0.9765066394	0.09751086981	0.9795081967	0.9735234216
249	0.9765066394	0.09722559374	0.9795081967	0.9735234216
250	0.9765066394	0.09694007256	0.9795081967	0.9735234216
251	0.9765066394	0.09648026253	0.9795081967	0.9735234216
252	0.9775510204	0.09623156791	0.9795501022	0.9755600815
253	0.9775510204	0.09575281844	0.9795501022	0.9755600815
254	0.9775510204	0.09531124416	0.9795501022	0.9755600815
255	0.9775510204	0.09504024803	0.9795501022	0.9755600815
256	0.9775510204	0.09477194391	0.9795501022	0.9755600815
257	0.9775510204	0.09440716897	0.9795501022	0.9755600815
258	0.9775510204	0.09419749775	0.9795501022	0.9755600815
259	0.9775510204	0.09411730694	0.9795501022	0.9755600815
260	0.9785495403	0.09387829276	0.981557377	0.9755600815
261	0.9785495403	0.09359007069	0.981557377	0.9755600815
262	0.9785495403	0.0933196277	0.981557377	0.9755600815
263	0.9785495403	0.09319558055	0.981557377	0.9755600815
264	0.9785495403	0.09303287726	0.981557377	0.9755600815
265	0.9785495403	0.09289089049	0.981557377	0.9755600815
266	0.9785495403	0.09274125838	0.981557377	0.9755600815
267	0.9785495403	0.09249485109	0.981557377	0.9755600815
268	0.9785495403	0.09235654976	0.981557377	0.9755600815
269	0.9785495403	0.09197581983	0.981557377	0.9755600815
270	0.9785495403	0.09178311297	0.981557377	0.9755600815
271	0.9795501022	0.09153084841	0.9835728953	0.9755600815
272	0.9795501022	0.0911050659	0.9835728953	0.9755600815
273	0.9795501022	0.09103717423	0.9835728953	0.9755600815
274	0.9795501022	0.09082999038	0.9835728953	0.9755600815
275	0.9795501022	0.09059219403	0.9835728953	0.9755600815
276	0.9795501022	0.09034370029	0.9835728953	0.9755600815
277	0.9795501022	0.08999145588	0.9835728953	0.9755600815
278	0.9795501022	0.08986965546	0.9835728953	0.9755600815
279	0.9795501022	0.08964323184	0.9835728953	0.9755600815
280	0.9795501022	0.08947894451	0.9835728953	0.9755600815
281	0.9795501022	0.08935272052	0.9835728953	0.9755600815
282	0.9795501022	0.08917166343	0.9835728953	0.9755600815
283	0.9795501022	0.08898956498	0.9835728953	0.9755600815
284	0.9795501022	0.08894928651	0.9835728953	0.9755600815
285	0.9795501022	0.08859194467	0.9835728953	0.9755600815
286	0.9795501022	0.08849363512	0.9835728953	0.9755600815
287	0.9795501022	0.0881533903	0.9835728953	0.9755600815
288	0.9795501022	0.08792882479	0.9835728953	0.9755600815
289	0.9795501022	0.08771672735	0.9835728953	0.9755600815
290	0.9795501022	0.08746456416	0.9835728953	0.9755600815
291	0.9805924413	0.0871886486	0.9836065574	0.9775967413
292	0.9805924413	0.08710356769	0.9836065574	0.9775967413
293	0.9805924413	0.08682193982	0.9836065574	0.9775967413
294	0.981595092	0.08660924741	0.9856262834	0.9775967413
295	0.981595092	0.08640941775	0.9856262834	0.9775967413
296	0.9825997953	0.08631296289	0.987654321	0.9775967413
297	0.9825997953	0.08609047275	0.987654321	0.9775967413
298	0.981595092	0.08561953863	0.9856262834	0.9775967413
299	0.9825997953	0.08547031823	0.987654321	0.9775967413
300	0.981595092	0.08533589103	0.9856262834	0.9775967413
301	0.9826353422	0.08521653726	0.9856557377	0.9796334012
302	0.9826353422	0.0851884317	0.9856557377	0.9796334012
303	0.9846782431	0.08491654543	0.987704918	0.9816700611
304	0.9836400818	0.08481624026	0.9876796715	0.9796334012
305	0.9836400818	0.08459248989	0.9876796715	0.9796334012
306	0.9836400818	0.0845170979	0.9876796715	0.9796334012
307	0.9836400818	0.08437516172	0.9876796715	0.9796334012
308	0.9836400818	0.08409889109	0.9876796715	0.9796334012
309	0.9846782431	0.0838603691	0.987704918	0.9816700611
310	0.9846782431	0.0836069147	0.987704918	0.9816700611
311	0.9846782431	0.08339772727	0.987704918	0.9816700611
312	0.9846782431	0.08292796589	0.987704918	0.9816700611
313	0.9846782431	0.0826302163	0.987704918	0.9816700611
314	0.9846782431	0.08258243135	0.987704918	0.9816700611
315	0.9846782431	0.0824852165	0.987704918	0.9816700611
316	0.9846782431	0.08237923261	0.987704918	0.9816700611
317	0.9846782431	0.0819915977	0.987704918	0.9816700611
318	0.9846782431	0.08178082888	0.987704918	0.9816700611
319	0.9846782431	0.08154792786	0.987704918	0.9816700611
320	0.9846782431	0.08137762261	0.987704918	0.9816700611
321	0.9846782431	0.08131606114	0.987704918	0.9816700611
322	0.9846782431	0.08123397855	0.987704918	0.9816700611
323	0.9846782431	0.08090723602	0.987704918	0.9816700611
324	0.9846782431	0.08076281392	0.987704918	0.9816700611
325	0.9846782431	0.08059384909	0.987704918	0.9816700611
326	0.9846782431	0.08057034031	0.987704918	0.9816700611
327	0.9846782431	0.08047290835	0.987704918	0.9816700611
328	0.9846782431	0.08031519528	0.987704918	0.9816700611
329	0.9846782431	0.07999367132	0.987704918	0.9816700611
330	0.9846782431	0.07996481768	0.987704918	0.9816700611
331	0.9846782431	0.07991090305	0.987704918	0.9816700611
332	0.9846782431	0.07960907011	0.987704918	0.9816700611
333	0.9846782431	0.07955050562	0.987704918	0.9816700611
334	0.9846782431	0.07949238323	0.987704918	0.9816700611
335	0.9846782431	0.07941473345	0.987704918	0.9816700611
336	0.9846782431	0.0792160969	0.987704918	0.9816700611
337	0.9846782431	0.07901077693	0.987704918	0.9816700611
338	0.9846782431	0.07896467934	0.987704918	0.9816700611
339	0.9846782431	0.07874002143	0.987704918	0.9816700611
340	0.9846782431	0.07846918477	0.987704918	0.9816700611
341	0.9846782431	0.07827608745	0.987704918	0.9816700611
342	0.9846782431	0.07813357505	0.987704918	0.9816700611
343	0.9846782431	0.07808897085	0.987704918	0.9816700611
344	0.9846782431	0.07779534449	0.987704918	0.9816700611
345	0.9846782431	0.07753307658	0.987704918	0.9816700611
346	0.9846782431	0.07730782673	0.987704918	0.9816700611
347	0.9846782431	0.07709490264	0.987704918	0.9816700611
348	0.9846782431	0.07690201519	0.987704918	0.9816700611
349	0.9846782431	0.07682826991	0.987704918	0.9816700611
350	0.9846782431	0.07676201433	0.987704918	0.9816700611
351	0.9846782431	0.07669601491	0.987704918	0.9816700611
352	0.9846782431	0.07647737303	0.987704918	0.9816700611
353	0.9846782431	0.07635680486	0.987704918	0.9816700611
354	0.9846782431	0.07629788127	0.987704918	0.9816700611
355	0.9846782431	0.07590070766	0.987704918	0.9816700611
356	0.9846782431	0.07585930622	0.987704918	0.9816700611
357	0.9846782431	0.07577687717	0.987704918	0.9816700611
358	0.9846782431	0.07568503579	0.987704918	0.9816700611
359	0.9846782431	0.07551673289	0.987704918	0.9816700611
360	0.9846782431	0.07538348971	0.987704918	0.9816700611
361	0.9846782431	0.07536851172	0.987704918	0.9816700611
362	0.9846782431	0.0752908787	0.987704918	0.9816700611
363	0.9846782431	0.07502781819	0.987704918	0.9816700611
364	0.9846782431	0.07479111269	0.987704918	0.9816700611
365	0.9846782431	0.07462591268	0.987704918	0.9816700611
366	0.9846782431	0.07455372148	0.987704918	0.9816700611
367	0.9846782431	0.07421888091	0.987704918	0.9816700611
368	0.9846782431	0.07410656845	0.987704918	0.9816700611
369	0.9846782431	0.07404573566	0.987704918	0.9816700611
370	0.9857142857	0.07363923987	0.9877300613	0.983706721
371	0.9857142857	0.07358980183	0.9877300613	0.983706721
372	0.9857142857	0.07345057907	0.9877300613	0.983706721
373	0.9857142857	0.07314551824	0.9877300613	0.983706721
374	0.9857142857	0.07296064482	0.9877300613	0.983706721
375	0.9857142857	0.07250648071	0.9877300613	0.983706721
376	0.9857142857	0.07218996465	0.9877300613	0.983706721
377	0.9857142857	0.07205946816	0.9877300613	0.983706721
378	0.9857142857	0.07178666514	0.9877300613	0.983706721
379	0.9857142857	0.07156137542	0.9877300613	0.983706721
380	0.9857142857	0.07119909359	0.9877300613	0.983706721
381	0.9857142857	0.07095492703	0.9877300613	0.983706721
382	0.9857142857	0.07093016551	0.9877300613	0.983706721
383	0.9857142857	0.07077258348	0.9877300613	0.983706721
384	0.9857142857	0.07056518897	0.9877300613	0.983706721
385	0.986721144	0.07036230766	0.9897540984	0.983706721
386	0.986721144	0.07032243491	0.9897540984	0.983706721
387	0.986721144	0.07018804473	0.9897540984	0.983706721
388	0.986721144	0.069800733	0.9897540984	0.983706721
389	0.986721144	0.0696044494	0.9897540984	0.983706721
390	0.986721144	0.06958266422	0.9897540984	0.983706721
391	0.986721144	0.06943824251	0.9897540984	0.983706721
392	0.9877300613	0.06918575326	0.9917864476	0.983706721
393	0.9887640449	0.06905526151	0.9918032787	0.9857433809
394	0.9887640449	0.06893336102	0.9918032787	0.9857433809
395	0.9887640449	0.06865291448	0.9918032787	0.9857433809
396	0.9887640449	0.06858813004	0.9918032787	0.9857433809
397	0.9887640449	0.06843388331	0.9918032787	0.9857433809
398	0.9887640449	0.06831501455	0.9918032787	0.9857433809
399	0.9887640449	0.06798131265	0.9918032787	0.9857433809
400	0.9897750511	0.06785761703	0.9938398357	0.9857433809
401	0.9897750511	0.06770026652	0.9938398357	0.9857433809
402	0.9897750511	0.06751083564	0.9938398357	0.9857433809
403	0.9897750511	0.06723880608	0.9938398357	0.9857433809
404	0.9897750511	0.06704882681	0.9938398357	0.9857433809
405	0.9897750511	0.06684001576	0.9938398357	0.9857433809
406	0.9897750511	0.06669587416	0.9938398357	0.9857433809
407	0.9897750511	0.06663300599	0.9938398357	0.9857433809
408	0.9897750511	0.0665664895	0.9938398357	0.9857433809
409	0.9897750511	0.06645581913	0.9938398357	0.9857433809
410	0.9897750511	0.06631297181	0.9938398357	0.9857433809
411	0.9897750511	0.06612649874	0.9938398357	0.9857433809
412	0.9897750511	0.0660020917	0.9938398357	0.9857433809
413	0.9897750511	0.06582365847	0.9938398357	0.9857433809
414	0.9897750511	0.06553823177	0.9938398357	0.9857433809
415	0.9907881269	0.06516873029	0.9958847737	0.9857433809
416	0.9907881269	0.06499665077	0.9958847737	0.9857433809
417	0.9907881269	0.06488216514	0.9958847737	0.9857433809
418	0.9907881269	0.06472076757	0.9958847737	0.9857433809
419	0.9907881269	0.064585778	0.9958847737	0.9857433809
420	0.9907881269	0.06446061303	0.9958847737	0.9857433809
421	0.9907881269	0.06431777634	0.9958847737	0.9857433809
422	0.9907881269	0.06414237708	0.9958847737	0.9857433809
423	0.9918200409	0.06401318468	0.9958932238	0.9877800407
424	0.9918200409	0.0639882857	0.9958932238	0.9877800407
425	0.9907881269	0.06380572311	0.9958847737	0.9857433809
426	0.9928498468	0.06368148449	0.9959016393	0.9898167006
427	0.9928498468	0.06355466421	0.9959016393	0.9898167006
428	0.9918200409	0.06339088908	0.9958932238	0.9877800407
429	0.9928498468	0.06317391068	0.9959016393	0.9898167006
430	0.9928498468	0.06312785172	0.9959016393	0.9898167006
431	0.9928498468	0.06274136908	0.9959016393	0.9898167006
432	0.9928498468	0.06253418531	0.9959016393	0.9898167006
433	0.9928498468	0.06223328755	0.9959016393	0.9898167006
434	0.9928498468	0.06218627888	0.9959016393	0.9898167006
435	0.9928498468	0.06203712585	0.9959016393	0.9898167006
436	0.9928498468	0.0619402056	0.9959016393	0.9898167006
437	0.9928498468	0.06180970083	0.9959016393	0.9898167006
438	0.9928498468	0.06165265933	0.9959016393	0.9898167006
439	0.9928498468	0.06148706863	0.9959016393	0.9898167006
440	0.9928498468	0.06139099337	0.9959016393	0.9898167006
441	0.9928498468	0.06120761654	0.9959016393	0.9898167006
442	0.9928498468	0.06109545348	0.9959016393	0.9898167006
443	0.9928498468	0.0609499056	0.9959016393	0.9898167006
444	0.9928498468	0.0608191061	0.9959016393	0.9898167006
445	0.9928498468	0.06075295138	0.9959016393	0.9898167006
446	0.9928498468	0.06062458178	0.9959016393	0.9898167006
447	0.993877551	0.06045991534	0.9959100204	0.9918533605
448	0.993877551	0.06042460919	0.9959100204	0.9918533605
449	0.993877551	0.06030185133	0.9959100204	0.9918533605
450	0.993877551	0.06007070089	0.9959100204	0.9918533605
451	0.9948927477	0.05992876271	0.9979508197	0.9918533605
452	0.9948927477	0.05976771571	0.9979508197	0.9918533605
453	0.993877551	0.0597084333	0.9959100204	0.9918533605
454	0.993877551	0.05962546927	0.9959100204	0.9918533605
455	0.9948927477	0.05949077841	0.9979508197	0.9918533605
456	0.9948927477	0.05934558035	0.9979508197	0.9918533605
457	0.9948927477	0.05907735395	0.9979508197	0.9918533605
458	0.9948927477	0.05896366092	0.9979508197	0.9918533605
459	0.9948927477	0.05891563301	0.9979508197	0.9918533605
460	0.9948927477	0.05884337056	0.9979508197	0.9918533605
461	0.9948927477	0.05868018754	0.9979508197	0.9918533605
462	0.9948927477	0.0586102091	0.9979508197	0.9918533605
463	0.9948927477	0.05848203387	0.9979508197	0.9918533605
464	0.9948927477	0.05846259209	0.9979508197	0.9918533605
465	0.9948927477	0.05817049249	0.9979508197	0.9918533605
466	0.9948927477	0.05814878802	0.9979508197	0.9918533605
467	0.9948927477	0.0579518316	0.9979508197	0.9918533605
468	0.9948927477	0.05762048908	0.9979508197	0.9918533605
469	0.9948927477	0.05753754273	0.9979508197	0.9918533605
470	0.9948927477	0.05749000769	0.9979508197	0.9918533605
