iter	Passed	Remaining
235	1093	3541
236	1097	3531
237	1102	3528
238	1105	3519
239	1108	3509
240	1111	3501
241	1115	3494
242	1120	3491
243	1123	3482
244	1126	3472
245	1130	3463
246	1134	3458
247	1137	3447
248	1139	3438
249	1143	3429
250	1145	3418
251	1149	3413
252	1152	3402
253	1155	3393
254	1158	3384
255	1163	3380
256	1167	3375
257	1172	3371
258	1176	3366
259	1181	3361
260	1184	3353
261	1186	3343
262	1189	3332
263	1191	3322
264	1195	3315
265	1198	3307
266	1202	3301
267	1205	3292
268	1210	3288
269	1215	3285
270	1218	3278
271	1223	3275
272	1230	3275
273	1235	3274
274	1242	3276
275	1250	3279
276	1258	3285
277	1263	3280
278	1268	3278
279	1274	3276
280	1278	3270
281	1282	3265
282	1286	3259
283	1291	3256
284	1294	3247
285	1298	3242
286	1301	3233
287	1306	3230
288	1310	3225
289	1315	3220
290	1320	3218
291	1324	3210
292	1329	3207
293	1334	3203
294	1338	3198
295	1343	3194
296	1347	3189
297	1352	3186
298	1358	3184
299	1362	3179
300	1368	3178
301	1373	3174
302	1380	3174
303	1386	3175
304	1391	3171
305	1397	3169
306	1400	3161
307	1404	3154
308	1409	3152
309	1417	3154
310	1424	3156
311	1431	3157
312	1439	3158
313	1446	3160
314	1451	3156
315	1455	3149
316	1460	3147
317	1465	3144
318	1470	3139
319	1476	3138
320	1482	3136
321	1488	3134
322	1493	3130
323	1496	3123
324	1501	3119
325	1509	3120
326	1515	3118
327	1520	3115
328	1525	3110
329	1531	3110
330	1539	3111
331	1547	3113
332	1550	3106
333	1557	3104
334	1560	3097
335	1563	3089
336	1566	3081
337	1571	3076
338	1575	3071
339	1578	3064
340	1581	3055
341	1584	3047
342	1590	3047
343	1597	3045
344	1603	3043
345	1608	3040
346	1613	3036
347	1619	3034
348	1625	3032
349	1629	3026
350	1634	3022
351	1639	3017
352	1643	3011
353	1647	3005
354	1652	3002
355	1658	3000
356	1663	2996
357	1668	2991
358	1672	2986
359	1677	2981
360	1682	2977
361	1686	2973
362	1690	2966
363	1696	2964
364	1702	2961
365	1705	2954
366	1709	2947
367	1713	2943
368	1717	2937
369	1720	2928
370	1725	2925
371	1731	2922
372	1734	2916
373	1740	2913
374	1744	2908
375	1749	2902
376	1754	2899
377	1760	2896
378	1766	2894
379	1772	2892
380	1777	2888
381	1783	2884
382	1786	2877
383	1790	2872
384	1796	2870
385	1801	2866
386	1807	2863
387	1811	2858
388	1815	2851
389	1818	2844
390	1823	2840
391	1826	2832
392	1830	2827
393	1835	2822
394	1840	2818
395	1846	2815
396	1849	2809
397	1854	2804
398	1857	2798
399	1861	2792
400	1864	2785
401	1867	2778
402	1870	2771
403	1873	2764
404	1876	2757
405	1879	2749
406	1882	2742
407	1885	2736
408	1890	2731
409	1896	2728
410	1909	2736
411	1913	2730
412	1917	2725
413	1920	2718
414	1923	2711
415	1927	2705
416	1930	2698
417	1935	2694
418	1945	2697
419	2009	2774
420	2013	2768
421	2016	2762
422	2019	2755
423	2023	2748
